order_id,item_number,quantity_ordered
20032963,574457102141,1
20032963,574458625940,3
20032963,574486541227,1
20032963,574488572539,2
20032964,574404486681,1
20032964,574432268235,1
20032964,574438938970,1
20032965,574410540967,1
20032965,574425069329,2
20032965,574444829298,1
20032965,574462596083,1
20032965,574470528150,2
20032965,574488776629,1
20032965,574491058128,3
20032966,574431275012,1
20032966,574438188638,1
20032966,574463926476,1
20032966,574478494650,1
20032966,574479307520,1
20032966,574486170068,1
20032966,574489065209,1
20032967,574404498569,2
20032967,574418231424,1
20032967,574422397958,4
20032967,574423480773,1
20032967,574467617127,1
20032967,574494824581,3
20032968,574420177284,1
20032968,574466662197,1
20032968,574474333877,1
20032969,574406689788,1
20032969,574414084742,1
20032969,574417625717,2
20032969,574418628663,1
20032969,574429162411,1
20032969,574452649069,2
20032970,574405947145,3
20032970,574425725994,2
20032970,574435388720,1
20032970,574441556000,2
20032970,574450529566,3
20032970,574453298446,1
20032971,574404627516,1
20032971,574411236759,1
20032971,574418628663,3
20032971,574451824139,3
20032971,574458771689,1
20032971,574461216611,2
20032971,574472195045,4
20032971,574477444550,1
20032971,574477709209,2
20032972,574411236759,1
20032972,574448546947,4
20032972,574452909883,3
20032972,574462317681,2
20032972,574469086975,1
20032972,574485560570,1
20032972,574486170068,4
20032972,574487861166,1
20032972,574491058128,2
20032973,574402632161,1
20032973,574436908190,1
20032973,574442765000,3
20032973,574479927820,1
20032973,574483122289,3
20032973,574492290565,3
20032974,574418108881,1
20032974,574446859498,1
20032974,574448789045,1
20032974,574449605896,1
20032974,574480012089,1
20032974,574480911473,4
20032974,574486541227,3
20032975,574418848329,2
20032975,574419085889,1
20032975,574429133945,1
20032975,574436245688,3
20032975,574437177669,1
20032975,574477622296,1
20032976,574403916710,1
20032976,574422183148,4
20032976,574424576405,3
20032976,574425627658,1
20032976,574429488233,1
20032976,574431679997,4
20032976,574461431124,1
20032976,574463926476,2
20032976,574472195045,1
20032976,574479262198,1
20032976,574483841626,2
20032976,574486061106,2
20032977,574401147676,3
20032977,574413631071,1
20032977,574422183148,3
20032977,574423924138,1
20032977,574449605896,2
20032977,574453712859,2
20032977,574463211808,1
20032977,574486783001,2
20032978,574418621774,1
20032978,574418647592,3
20032978,574426034895,2
20032978,574426034895,4
20032978,574431766661,2
20032978,574463926476,1
20032978,574477622296,1
20032978,574478826008,1
20032978,574486687622,4
20032979,574403916710,1
20032979,574438439324,3
20032979,574447952203,1
20032979,574462596083,2
20032979,574482797416,1
20032979,574491853841,2
20032980,574431102926,1
20032980,574453353917,1
20032980,574461216611,2
20032980,574479238621,2
20032980,574491296256,4
20032981,574411236759,2
20032981,574418480066,2
20032981,574444342577,3
20032981,574488966550,3
20032982,574412642027,3
20032982,574438439324,1
20032982,574471319164,1
20032982,574486851339,3
20032983,574408912854,2
20032983,574409856524,1
20032983,574418621774,1
20032983,574420563766,2
20032983,574422716529,1
20032983,574422716529,2
20032983,574429732656,2
20032983,574431102926,2
20032983,574465679850,1
20032983,574480616369,1
20032984,574407491158,3
20032984,574445998544,1
20032984,574453298446,2
20032984,574458771689,3
20032985,574425108790,2
20032985,574446859498,1
20032985,574462722455,1
20032985,574469260378,1
20032985,574486170068,1
20032986,574431679997,2
20032986,574432560191,2
20032986,574436534326,1
20032986,574449605896,2
20032986,574480012089,1
20032986,574491548402,2
20032987,574409189656,2
20032987,574418480066,2
20032987,574448789045,1
20032987,574463832528,3
20032987,574479238621,1
20032988,574420563766,3
20032988,574438938970,2
20032988,574473547794,1
20032988,574494963149,2
20032989,574411987173,1
20032989,574412581907,3
20032989,574424688489,3
20032989,574428512332,3
20032989,574430133102,2
20032989,574439320782,1
20032989,574447447436,2
20032989,574448214582,1
20032989,574455531242,2
20032989,574459160316,2
20032990,574425108790,1
20032990,574437053848,1
20032990,574450529566,4
20032990,574485628963,1
20032991,574424576405,1
20032991,574447138533,3
20032991,574475172017,1
20032991,574479307520,1
20032992,574452649069,1
20032992,574469260378,1
20032992,574491296256,2
20032993,574412307019,1
20032993,574412581907,4
20032993,574424383317,2
20032993,574431792763,2
20032993,574451651808,2
20032993,574463211808,1
20032993,574468433018,3
20032993,574469086975,1
20032993,574480616369,2
20032993,574483180267,1
20032993,574494963149,3
20032994,574401698889,1
20032994,574416065933,4
20032994,574417982593,1
20032994,574433647086,1
20032994,574444397620,1
20032994,574462722455,1
20032995,574408899571,2
20032995,574409189656,3
20032995,574410540967,1
20032995,574428086068,1
20032995,574442765000,1
20032995,574471319164,1
20032995,574479894192,2
20032995,574488005980,1
20032995,574489256792,1
20032996,574408012913,1
20032996,574412321822,1
20032996,574421798775,2
20032996,574431792763,2
20032996,574444138575,1
20032996,574466871240,3
20032996,574468433018,3
20032996,574469260378,3
20032996,574484903473,1
20032996,574488572539,1
20032997,574401713944,2
20032997,574406689788,1
20032997,574408912854,1
20032997,574414084742,1
20032997,574422277538,2
20032997,574428785109,3
20032997,574430703427,1
20032997,574431679997,1
20032997,574461829917,1
20032997,574472908417,1
20032997,574494963149,1
20032998,574411052954,2
20032998,574414940629,1
20032998,574416065933,1
20032998,574444138575,1
20032998,574478494650,1
20032998,574490216669,2
20032999,574410540967,3
20032999,574435203929,1
20032999,574493175249,3
20033000,574422277538,1
20033000,574425108790,1
20033000,574429732656,2
20033000,574463832528,1
20033000,574472908417,1
20033000,574490216669,1
20033000,574493315199,1
20033001,574422183148,2
20033001,574440875862,4
20033001,574460715123,3
20033001,574472908417,1
20033001,574494824581,2
20033002,574411987173,2
20033002,574414940629,3
20033002,574428086068,1
20033002,574448546947,3
20033002,574469567187,2
20033002,574481602994,1
20033003,574404185391,1
20033003,574411052954,1
20033003,574412642027,1
20033003,574412642027,3
20033003,574414940629,1
20033003,574414940629,2
20033003,574436534326,3
20033003,574451416037,3
20033003,574455531242,2
20033003,574476705728,3
20033003,574492290565,4
20033004,574418621774,2
20033004,574455531242,1
20033004,574460434923,1
20033004,574463926476,1
20033004,574474791408,2
20033004,574475789355,1
20033005,574418628663,4
20033005,574418848329,1
20033005,574419782725,4
20033005,574425547582,4
20033005,574439320782,3
20033005,574463211808,1
20033005,574466662197,3
20033005,574469260378,1
20033005,574475479981,1
20033006,574412307019,1
20033006,574412307019,2
20033006,574416462413,1
20033006,574442765000,1
20033006,574451677118,3
20033006,574453954332,1
20033006,574455531242,3
20033006,574462596083,1
20033006,574477622296,3
20033006,574478494650,1
20033006,574480616369,3
20033007,574435544770,3
20033007,574441977397,2
20033007,574470528150,2
20033007,574488776629,1
20033008,574404185391,2
20033008,574423999766,2
20033008,574477622296,1
20033009,574410016368,3
20033009,574422716529,1
20033009,574444138575,2
20033010,574412307019,2
20033010,574413759826,1
20033010,574419085889,1
20033010,574436245688,3
20033010,574445764513,3
20033010,574462673372,1
20033011,574424372201,2
20033011,574445764513,1
20033011,574450619102,3
20033011,574464024918,2
20033011,574474791408,3
20033011,574480012089,2
20033012,574412642027,4
20033012,574439121281,2
20033012,574456888414,2
20033012,574468334957,3
20033012,574475590649,1
20033012,574475789355,2
20033013,574418628663,2
20033013,574429162411,3
20033013,574433483589,1
20033013,574436534326,3
20033013,574443755826,1
20033013,574446859498,1
20033013,574482797416,1
20033013,574489256792,3
20033013,574491058128,2
20033014,574402632161,1
20033014,574417563965,3
20033014,574418284210,2
20033014,574447447436,2
20033014,574454801871,1
20033014,574491765163,1
20033015,574402632161,1
20033015,574412010806,1
20033015,574424576405,1
20033015,574438636758,3
20033015,574438938970,2
20033015,574454801871,1
20033015,574471319164,2
20033015,574492698849,2
20033016,574403870428,1
20033016,574413072327,2
20033016,574418480066,3
20033016,574429162411,1
20033016,574429488233,2
20033016,574444138575,1
20033016,574448789045,2
20033016,574486240019,1
20033016,574495051857,1
20033017,574401698889,1
20033017,574405088157,3
20033017,574426573494,3
20033017,574443710884,3
20033017,574444397620,1
20033017,574444397620,3
20033017,574474333877,1
20033017,574477709209,2
20033018,574404270735,2
20033018,574407557549,1
20033018,574417073425,3
20033018,574429732656,1
20033018,574453288646,1
20033019,574421798775,3
20033019,574427008440,1
20033019,574435388720,1
20033019,574444829298,1
20033019,574448214582,2
20033019,574478423402,3
20033019,574483122289,3
20033019,574488572539,1
20033020,574401046579,1
20033020,574418628663,1
20033020,574422397958,1
20033020,574427008440,3
20033020,574480911473,4
20033020,574484903473,2
20033021,574411236759,2
20033021,574421798775,2
20033021,574481577431,1
20033021,574492698849,3
20033022,574418284210,3
20033022,574421798775,2
20033022,574435388720,2
20033022,574438188638,2
20033022,574472908417,3
20033023,574404627516,1
20033023,574413072327,1
20033023,574447138533,3
20033023,574467656334,2
20033023,574477444550,2
20033023,574484192162,1
20033023,574484192162,3
20033024,574442255972,3
20033024,574496278286,3
20033025,574435388720,1
20033025,574447427687,1
20033025,574456167029,2
20033026,574406689788,1
20033026,574407818572,1
20033026,574408912854,1
20033026,574424576405,3
20033026,574431766661,2
20033026,574436534326,3
20033026,574452649069,2
20033026,574476705728,1
20033026,574477622296,3
20033026,574483122289,1
20033026,574486687622,1
20033026,574491379250,4
20033027,574410281339,1
20033027,574412010806,1
20033027,574442255972,2
20033027,574459160316,2
20033027,574491853841,1
20033028,574421633754,1
20033028,574423480773,2
20033028,574426287708,1
20033028,574482475820,2
20033029,574437053848,3
20033029,574470528150,1
20033030,574404498569,1
20033030,574419810172,1
20033030,574421633754,1
20033030,574453298446,2
20033030,574462317681,3
20033031,574416462413,1
20033031,574425069329,1
20033031,574426410602,1
20033031,574444138575,1
20033031,574451416037,1
20033032,574402510495,2
20033032,574410540967,3
20033032,574413759826,4
20033032,574432268235,1
20033032,574462673372,2
20033032,574469567187,1
20033032,574476705728,1
20033032,574485560570,1
20033032,574487861166,2
20033033,574402632161,1
20033033,574418231424,1
20033033,574422716529,1
20033033,574424087903,1
20033033,574429133945,1
20033033,574445585740,3
20033033,574461431124,1
20033033,574478826008,1
20033033,574483548556,1
20033033,574486541227,1
20033033,574495051857,3
20033033,574496278286,3
20033034,574412321822,3
20033034,574419782725,4
20033034,574469086975,4
20033034,574486240019,3
20033034,574495051857,1
20033035,574401698889,2
20033035,574422183148,1
20033035,574449413194,1
20033035,574461216611,1
20033035,574462596083,2
20033035,574469260378,3
20033035,574485628963,3
20033036,574443710884,2
20033036,574445854142,1
20033036,574455531242,1
20033036,574483180267,2
20033036,574492698849,3
20033037,574414940629,1
20033037,574420986384,3
20033037,574422277538,2
20033037,574448214582,1
20033037,574460434923,2
20033038,574406689788,4
20033038,574424576405,1
20033038,574428006583,2
20033038,574455531242,2
20033038,574480911473,1
20033039,574408012913,1
20033039,574469260378,2
20033039,574492127844,1
20033040,574412010806,1
20033040,574417563965,1
20033040,574418072861,3
20033040,574442255972,1
20033040,574444397620,3
20033040,574462596083,2
20033040,574474427515,1
20033041,574405088157,1
20033041,574414940629,2
20033041,574418072861,1
20033041,574431766661,4
20033041,574438938970,2
20033041,574446859498,2
20033041,574483548556,1
20033041,574485097457,1
20033042,574420986384,1
20033042,574467617127,1
20033042,574468334957,2
20033043,574415765336,1
20033043,574421188684,3
20033043,574442871613,2
20033043,574491379250,1
20033043,574492127844,1
20033044,574402510495,1
20033044,574432268235,2
20033044,574439320782,1
20033044,574441377813,3
20033044,574443710884,1
20033044,574477709209,2
20033044,574478494650,3
20033044,574485896560,2
20033044,574492632066,2
20033045,574412010806,1
20033045,574412307019,1
20033045,574413072327,3
20033045,574416727803,1
20033045,574423999766,1
20033045,574436534326,2
20033045,574451677118,1
20033045,574453712859,1
20033045,574466662197,2
20033045,574479238621,1
20033046,574401046579,1
20033046,574404185391,3
20033046,574433647086,1
20033046,574444946807,3
20033046,574449605896,1
20033046,574463211808,1
20033046,574469567187,3
20033046,574479238621,1
20033046,574491296256,1
20033047,574441556000,1
20033047,574443722596,1
20033047,574462317681,1
20033047,574463070811,1
20033047,574465679850,1
20033047,574483841626,1
20033047,574484586646,1
20033047,574486061106,1
20033048,574438453481,1
20033048,574438938970,4
20033048,574455531242,1
20033048,574486783001,2
20033048,574487861166,1
20033049,574430133102,2
20033049,574434497775,1
20033049,574438636758,3
20033049,574492698849,1
20033050,574423480773,3
20033050,574428006583,3
20033050,574450529566,3
20033051,574403870428,1
20033051,574412321822,1
20033051,574426034895,3
20033051,574426573494,1
20033051,574427008440,1
20033051,574430133102,3
20033051,574436908190,1
20033051,574437877616,3
20033051,574438636758,3
20033051,574447766696,2
20033051,574453712859,1
20033051,574462317681,2
20033052,574411052954,3
20033052,574411236759,1
20033052,574414084742,1
20033052,574418072861,1
20033052,574423480773,4
20033052,574443755826,1
20033052,574445764513,3
20033052,574491058128,2
20033052,574494824581,1
20033053,574438829548,1
20033053,574447766696,3
20033053,574451824139,3
20033053,574460295437,1
20033053,574485560570,1
20033053,574485560570,3
20033053,574486687622,2
20033053,574488572539,3
20033054,574412307019,2
20033054,574413759826,1
20033054,574429732656,2
20033054,574433647086,2
20033055,574402442675,1
20033055,574405088157,1
20033055,574474791408,1
20033055,574476705728,4
20033055,574492698849,1
20033056,574410016368,3
20033056,574419085889,1
20033056,574426015271,1
20033056,574426015271,2
20033056,574441977397,1
20033056,574451651808,3
20033056,574490216669,4
20033057,574407557549,1
20033057,574409856524,1
20033057,574410016368,2
20033057,574425627658,1
20033057,574447952203,4
20033057,574448188910,1
20033058,574410016368,1
20033058,574412287351,4
20033058,574435388720,2
20033058,574441556000,2
20033058,574445585740,3
20033058,574447447436,1
20033058,574456740862,1
20033058,574463926476,1
20033058,574467656334,3
20033058,574486491838,1
20033059,574403916710,1
20033059,574406778568,4
20033059,574410281339,3
20033059,574423480773,1
20033059,574429488233,2
20033059,574433647086,2
20033059,574453005307,2
20033059,574474333877,4
20033059,574485896560,3
20033060,574407557549,1
20033060,574412287351,1
20033060,574418628663,1
20033060,574437877616,1
20033060,574439320782,1
20033060,574441377813,1
20033060,574460715123,1
20033060,574462659403,2
20033060,574468334957,4
20033061,574408912854,2
20033061,574438439324,1
20033061,574448214582,1
20033061,574451956079,2
20033061,574491296256,1
20033062,574405947145,3
20033062,574433647086,1
20033062,574445585740,1
20033062,574450529566,1
20033062,574451824139,1
20033062,574479894192,1
20033062,574483180267,1
20033062,574488572539,1
20033063,574401713944,1
20033063,574431792763,1
20033063,574434828631,1
20033063,574453298446,1
20033063,574479238621,1
20033063,574479307520,2
20033063,574491058128,4
20033063,574496278286,1
20033064,574401713944,2
20033064,574420986384,2
20033064,574425069329,1
20033064,574443722596,1
20033064,574454801871,1
20033064,574456167029,2
20033064,574484586646,1
20033065,574418108881,2
20033065,574427535275,1
20033065,574435388720,3
20033065,574447736272,1
20033065,574453298446,4
20033065,574453954332,4
20033065,574482797416,4
20033065,574483180267,1
20033065,574491853841,2
20033066,574415765336,1
20033066,574418480066,2
20033066,574435388720,2
20033066,574460434923,2
20033067,574488776629,1
20033068,574419085889,1
20033068,574442310089,1
20033068,574448789045,2
20033068,574460715123,2
20033069,574414084742,1
20033069,574428512332,1
20033069,574435544770,1
20033069,574439320782,2
20033069,574447427687,3
20033069,574473547794,2
20033069,574491296256,1
20033069,574492698849,1
20033070,574416727803,1
20033070,574433483589,2
20033070,574448789045,1
20033070,574483122289,1
20033071,574433647086,3
20033071,574438439324,4
20033071,574444342577,1
20033071,574444397620,1
20033071,574449605896,3
20033071,574453005307,3
20033071,574458415882,2
20033071,574469567187,1
20033072,574418072861,3
20033072,574418621774,1
20033072,574426410602,3
20033072,574445670446,3
20033072,574465679850,1
20033072,574481577431,1
20033072,574484586646,3
20033073,574407818572,3
20033073,574413631071,1
20033073,574413759826,3
20033073,574443755826,3
20033073,574453623733,3
20033073,574462673372,4
20033073,574492290565,1
20033073,574494824581,1
20033074,574428785109,1
20033074,574432268235,1
20033074,574441377813,2
20033074,574468334957,1
20033075,574401713944,2
20033075,574406778568,3
20033075,574414084742,1
20033075,574425547582,1
20033075,574432268235,2
20033075,574435388720,2
20033075,574441377813,1
20033075,574461431124,2
20033075,574467656334,1
20033075,574475590649,4
20033075,574478423402,2
20033075,574478826008,2
20033075,574479262198,2
20033075,574483122289,2
20033075,574488005980,1
20033076,574404185391,1
20033076,574418072861,4
20033076,574443722596,2
20033076,574447427687,3
20033076,574469086975,1
20033077,574402510495,1
20033077,574434828631,3
20033077,574445998544,1
20033077,574452649069,2
20033077,574486491838,1
20033078,574404498569,1
20033078,574404498569,2
20033078,574424688489,1
20033078,574456167029,4
20033078,574477622296,1
20033078,574490216669,3
20033079,574412642027,1
20033079,574416727803,1
20033079,574418231424,2
20033079,574419782725,3
20033079,574422716529,1
20033079,574425108790,1
20033079,574429212394,2
20033079,574441977397,1
20033079,574451651808,1
20033080,574404498569,2
20033080,574415765336,1
20033080,574425725994,2
20033080,574434497775,1
20033080,574478423402,1
20033080,574481475306,1
20033081,574410281339,1
20033081,574444946807,2
20033081,574450619102,3
20033081,574454801871,3
20033081,574466772854,2
20033081,574484903473,1
20033081,574494824581,2
20033082,574426410602,1
20033082,574442871613,3
20033082,574447766696,2
20033082,574463211808,1
20033082,574482797416,1
20033082,574483804747,1
20033082,574484903473,1
20033082,574491058128,2
20033082,574496278286,2
20033083,574420177284,1
20033083,574424688489,2
20033083,574426287708,2
20033083,574429732656,3
20033083,574431792763,2
20033083,574434828631,4
20033083,574452909883,3
20033083,574479927820,1
20033083,574486491838,1
20033083,574488776629,1
20033084,574405088157,1
20033084,574408899571,2
20033084,574426410602,2
20033084,574428086068,1
20033084,574431679997,1
20033084,574466772854,3
20033084,574479894192,1
20033084,574490216669,4
20033085,574405088157,1
20033085,574418284210,1
20033085,574438188638,2
20033085,574440875862,1
20033085,574453623733,2
20033085,574461829917,1
20033085,574478826008,2
20033086,574407818572,1
20033086,574413072327,2
20033086,574464024918,2
20033086,574469086975,1
20033086,574475590649,1
20033086,574488966550,2
20033087,574426287708,3
20033087,574465679850,1
20033087,574480889866,1
20033088,574423480773,1
20033088,574431102926,3
20033088,574433483589,4
20033088,574453954332,2
20033088,574453973300,3
20033088,574469180387,2
20033088,574490216669,1
20033088,574491765163,3
20033089,574416065933,3
20033089,574422277538,3
20033089,574441377813,1
20033089,574486170068,1
20033090,574412581907,1
20033090,574429488233,2
20033090,574448789045,1
20033090,574450619102,4
20033090,574459160316,1
20033091,574409856524,1
20033091,574423480773,3
20033091,574434497775,3
20033091,574442765000,2
20033091,574475172017,2
20033091,574491058128,1
20033091,574496278286,1
20033092,574410540967,1
20033092,574426573494,1
20033092,574435544770,3
20033092,574437177669,3
20033092,574438453481,1
20033092,574445998544,1
20033092,574451956079,1
20033092,574469260378,2
20033093,574421798775,1
20033093,574444138575,1
20033093,574475479981,2
20033093,574480911473,4
20033094,574415765336,1
20033094,574430703427,1
20033094,574430703427,3
20033094,574447427687,1
20033094,574488572539,2
20033094,574489256792,2
20033095,574404185391,2
20033095,574412581907,1
20033095,574419810172,3
20033095,574423924138,1
20033095,574434828631,1
20033095,574435203929,2
20033095,574438554090,4
20033095,574448546947,1
20033095,574449413194,1
20033095,574454879452,1
20033095,574472195045,3
20033095,574479238621,1
20033095,574483180267,1
20033095,574483548556,1
20033095,574486061106,2
20033095,574486851339,3
20033095,574491296256,2
20033095,574491548402,1
20033096,574462596083,2
20033096,574477444550,3
20033096,574479307520,1
20033096,574484192162,1
20033096,574492127844,4
20033097,574401713944,1
20033097,574408012913,1
20033097,574418848329,2
20033097,574439320782,1
20033097,574450690379,2
20033097,574451677118,2
20033097,574456740862,3
20033097,574465679850,3
20033097,574484076944,1
20033097,574491379250,2
20033098,574418231424,2
20033098,574421633754,3
20033098,574425627658,1
20033098,574443722596,2
20033098,574446788380,4
20033098,574479262198,2
20033098,574483122289,3
20033098,574483122289,4
20033098,574492127844,3
20033099,574410540967,2
20033099,574425627658,2
20033099,574445854142,2
20033099,574452909883,2
20033099,574462722455,1
20033099,574482475820,3
20033099,574484586646,2
20033100,574403870428,1
20033100,574411236759,2
20033100,574423999766,2
20033100,574439320782,1
20033100,574444829298,2
20033100,574445854142,2
20033100,574475479981,1
20033100,574491379250,3
20033101,574434828631,4
20033101,574467607197,3
20033101,574491765163,3
20033102,574412010806,2
20033102,574412642027,1
20033102,574418621774,2
20033102,574437877616,4
20033102,574447427687,3
20033102,574458625940,2
20033102,574479927820,3
20033102,574485560570,2
20033103,574408912854,1
20033103,574419810172,1
20033103,574423480773,1
20033103,574437053848,1
20033103,574438636758,3
20033103,574439121281,1
20033103,574451651808,3
20033103,574477709209,1
20033103,574481475306,3
20033104,574414940629,1
20033104,574422183148,1
20033104,574422969524,2
20033104,574424372201,3
20033104,574426287708,1
20033104,574430133102,4
20033104,574456888414,1
20033104,574463926476,1
20033104,574485896560,1
20033104,574490216669,2
20033104,574496278286,3
20033105,574407491158,1
20033105,574412321822,1
20033105,574417982593,3
20033105,574433483589,1
20033105,574444138575,2
20033105,574445670446,1
20033105,574449413194,3
20033105,574453954332,2
20033105,574457102141,1
20033105,574478826008,3
20033105,574480889866,1
20033105,574486851339,3
20033106,574405088157,4
20033106,574426287708,2
20033106,574429488233,1
20033107,574411987173,1
20033107,574413072327,1
20033107,574423924138,3
20033107,574429162411,1
20033107,574468433018,2
20033107,574486783001,1
20033107,574492127844,2
20033108,574408912854,3
20033108,574423999766,4
20033108,574428512332,1
20033108,574433647086,1
20033108,574441977397,2
20033108,574444342577,2
20033108,574447138533,3
20033108,574454801871,2
20033108,574454962518,1
20033109,574402712185,2
20033109,574436534326,1
20033109,574442310089,1
20033109,574445670446,3
20033109,574466871240,1
20033110,574417563965,2
20033110,574453954332,4
20033110,574483180267,2
20033111,574409189656,3
20033111,574414940629,1
20033111,574447952203,2
20033111,574466662197,1
20033111,574476705728,3
20033111,574484903473,1
20033111,574486170068,2
20033111,574486240019,2
20033111,574495051857,3
20033112,574408899571,1
20033112,574435190009,2
20033112,574439121281,1
20033112,574447791484,2
20033112,574492127844,1
20033113,574453623733,1
20033113,574480911473,3
20033114,574425108790,1
20033114,574425627658,2
20033114,574431102926,1
20033114,574435388720,1
20033114,574463070811,3
20033114,574472195045,2
20033115,574407491158,1
20033115,574414940629,1
20033115,574429212394,2
20033115,574455531242,3
20033115,574465673455,1
20033115,574465673455,3
20033115,574483804747,1
20033115,574486240019,1
20033115,574488005980,1
20033115,574488572539,1
20033116,574420177284,1
20033116,574428785109,2
20033116,574431766661,4
20033116,574444397620,2
20033116,574467656334,2
20033116,574486170068,1
20033116,574487861166,1
20033116,574488776629,1
20033117,574424372201,1
20033117,574430133102,1
20033117,574435388720,1
20033117,574463926476,1
20033117,574478423402,1
20033117,574492698849,1
20033118,574438938970,4
20033118,574448188910,2
20033118,574448546947,1
20033118,574448789045,2
20033118,574456888414,1
20033118,574476705728,3
20033118,574486061106,3
20033119,574408012913,1
20033119,574418848329,2
20033119,574442765000,1
20033119,574445764513,1
20033119,574452909883,1
20033119,574463832528,2
20033119,574469180387,1
20033119,574478423402,2
20033119,574494963149,3
20033120,574402442675,2
20033120,574410016368,2
20033120,574418231424,1
20033120,574431679997,1
20033120,574439320782,1
20033120,574442871613,1
20033120,574467607197,1
20033120,574468433018,3
20033120,574488776629,2
20033121,574401046579,2
20033121,574403916710,4
20033121,574404498569,2
20033121,574421798775,1
20033121,574423480773,2
20033121,574426573494,1
20033121,574428006583,1
20033121,574428512332,3
20033121,574430133102,1
20033121,574445998544,2
20033121,574459160316,2
20033121,574478423402,1
20033121,574491296256,1
20033122,574411987173,1
20033122,574419085889,3
20033122,574422277538,1
20033122,574424372201,2
20033122,574433483589,1
20033122,574439320782,1
20033122,574449413194,1
20033122,574465679850,1
20033122,574467656334,2
20033122,574491058128,1
20033123,574417073425,3
20033123,574454801871,4
20033123,574466871240,2
20033123,574472908417,1
20033124,574407491158,3
20033124,574410016368,1
20033124,574412581907,1
20033124,574432560191,1
20033124,574444829298,4
20033124,574462317681,3
20033124,574462659403,1
20033125,574416727803,2
20033125,574438554090,1
20033125,574445764513,2
20033125,574456740862,2
20033125,574469260378,2
20033126,574411236759,2
20033126,574423924138,1
20033126,574444829298,1
20033126,574444946807,2
20033126,574451416037,1
20033126,574453298446,1
20033126,574454801871,3
20033126,574482475820,3
20033127,574406778568,4
20033127,574407818572,3
20033127,574411987173,4
20033127,574443755826,1
20033127,574451416037,3
20033127,574453005307,2
20033127,574456888414,3
20033127,574463926476,1
20033127,574469180387,1
20033127,574480616369,1
20033127,574480889866,1
20033127,574486170068,3
20033128,574412581907,3
20033128,574417073425,1
20033128,574435190009,2
20033128,574447447436,1
20033128,574480889866,2
20033128,574485628963,1
20033129,574402442675,1
20033129,574453712859,2
20033129,574462722455,3
20033129,574470528150,1
20033129,574478580898,1
20033129,574482475820,1
20033129,574483180267,1
20033129,574484903473,1
20033129,574491296256,3
20033130,574416065933,1
20033130,574418231424,1
20033130,574421188684,2
20033130,574422277538,1
20033130,574424372201,1
20033130,574431102926,1
20033130,574441977397,1
20033130,574453005307,1
20033130,574484076944,4
20033130,574493315199,1
20033131,574401713944,3
20033131,574406689788,2
20033131,574422183148,1
20033131,574425725994,3
20033131,574441377813,2
20033131,574444829298,4
20033131,574445670446,1
20033131,574467617127,2
20033131,574485628963,2
20033132,574411052954,1
20033132,574412642027,1
20033132,574419782725,1
20033132,574422183148,1
20033132,574447138533,2
20033133,574402510495,1
20033133,574404270735,1
20033133,574404498569,2
20033133,574420177284,2
20033133,574427008440,1
20033133,574479894192,2
20033134,574408012913,2
20033134,574429133945,1
20033134,574431792763,3
20033134,574438636758,1
20033134,574451824139,4
20033134,574453623733,1
20033134,574478494650,3
20033134,574486170068,2
20033134,574490216669,2
20033135,574417625717,3
20033135,574422969524,1
20033135,574442765000,2
20033135,574444829298,3
20033135,574448188910,2
20033135,574450529566,1
20033135,574467617127,3
20033135,574468433018,2
20033135,574475590649,4
20033136,574447447436,2
20033136,574453353917,3
20033136,574462722455,4
20033136,574465679850,1
20033136,574468334957,1
20033136,574482797416,3
20033136,574488966550,3
20033137,574402510495,1
20033137,574408899571,2
20033137,574409189656,3
20033137,574410016368,4
20033137,574455531242,2
20033137,574456888414,1
20033137,574491058128,2
20033138,574406778568,3
20033138,574451956079,1
20033139,574438938970,1
20033139,574448214582,3
20033139,574453697906,1
20033139,574484076944,2
20033139,574492290565,2
20033140,574404627516,1
20033140,574408012913,1
20033140,574414084742,3
20033140,574430069266,1
20033140,574434497775,1
20033140,574444946807,1
20033140,574447138533,1
20033140,574460434923,4
20033140,574463211808,3
20033141,574402510495,1
20033141,574424688489,2
20033141,574428006583,2
20033141,574431792763,4
20033141,574435544770,2
20033141,574442255972,2
20033141,574447447436,1
20033141,574450690379,1
20033141,574474333877,4
20033141,574475479981,1
20033142,574407557549,2
20033142,574411052954,3
20033142,574419782725,2
20033142,574428785109,3
20033142,574438636758,4
20033142,574457102141,2
20033142,574475789355,1
20033142,574481602994,1
20033142,574483804747,3
20033143,574401713944,1
20033143,574411052954,1
20033143,574421798775,1
20033143,574437877616,1
20033143,574477709209,1
20033144,574401698889,4
20033144,574417625717,1
20033144,574421798775,2
20033144,574456740862,1
20033144,574457102141,3
20033144,574465673455,1
20033144,574489065209,1
20033144,574490216669,2
20033145,574406778568,2
20033145,574444397620,1
20033145,574447952203,1
20033145,574475172017,1
20033146,574402442675,3
20033146,574416065933,3
20033146,574438188638,2
20033146,574462722455,1
20033146,574485097457,1
20033146,574486541227,1
20033146,574491765163,2
20033147,574424087903,1
20033147,574429133945,1
20033147,574431792763,1
20033147,574461431124,1
20033147,574462596083,3
20033147,574485560570,3
20033147,574496278286,1
20033148,574410540967,1
20033148,574448789045,1
20033148,574473547794,4
20033149,574429212394,2
20033149,574480889866,1
20033149,574483122289,3
20033149,574492290565,1
20033149,574493175249,1
20033149,574494963149,1
20033150,574406778568,1
20033150,574438554090,2
20033150,574442871613,4
20033150,574480911473,1
